EM_ID,Recency,Frequency,Monetary,F,R,M,RFM Score,Segment
29732227940,224,1,359,1,3,4,314,about to sleep
29732372596,483,1,49,1,2,1,211,hibernating
29732878222,90,4,936,3,5,5,535,potential loyalists
29732952216,44,7,311,3,5,4,534,potential loyalists
29733433278,484,2,298,2,2,3,223,hibernating
29733471464,659,1,409,1,2,4,214,hibernating
29733501798,309,1,279,1,3,3,313,about to sleep
29733589378,204,3,698,2,3,4,324,about to sleep
29733941354,440,2,448,2,2,4,224,hibernating
29734170018,823,1,109,1,1,3,113,hibernating
29735840068,236,1,239,1,3,3,313,about to sleep
29736524626,684,3,548,2,2,4,224,hibernating
29736607086,173,3,129,2,4,3,423,potential loyalists
29737139734,596,7,841,3,2,5,235,at risk
29737994586,729,1,69,1,2,2,212,hibernating
29738125886,524,3,3452,2,2,5,225,hibernating
29740143822,749,1,35,1,1,1,111,hibernating
29740178150,63,5,1495,3,5,5,535,potential loyalists
29740417444,841,1,35,1,1,1,111,hibernating
29741377802,382,1,569,1,2,4,214,hibernating
29741633630,125,1,59,1,4,2,412,promising
29741653008,477,1,69,1,2,2,212,hibernating
29741811518,641,1,99,1,2,2,212,hibernating
29742776196,15,1,349,1,5,4,514,new customers
29743467116,284,2,448,2,3,4,324,about to sleep
29744528700,462,1,269,1,2,3,213,hibernating
29745691630,531,1,299,1,2,3,213,hibernating
29746034790,168,1,99,1,4,2,412,promising
29747001622,840,1,70,1,1,2,112,hibernating
29749815956,469,1,99,1,2,2,212,hibernating
29750761624,91,1,99,1,4,2,412,promising
29754060824,83,1,99,1,5,2,512,new customers
29755389290,812,1,69,1,1,2,112,hibernating
29756615146,284,1,359,1,3,4,314,about to sleep
29757427456,607,1,49,1,2,1,211,hibernating
29757885764,103,1,279,1,4,3,413,promising
29758857246,231,4,206,3,3,3,333,need attention
29758917844,348,1,59,1,3,2,312,about to sleep
29759128334,175,1,239,1,4,3,413,promising
29759253516,818,1,69,1,1,2,112,hibernating
29759279552,840,1,70,1,1,2,112,hibernating
29759894652,840,1,70,1,1,2,112,hibernating
29760027980,460,2,368,2,2,4,224,hibernating
29760183330,68,1,99,1,5,2,512,new customers
29760198422,523,1,199,1,2,3,213,hibernating
29760274680,553,1,199,1,2,3,213,hibernating
29760358060,735,1,35,1,1,1,111,hibernating
29760597264,452,3,529,2,2,4,224,hibernating
29760932962,98,5,1061,3,4,5,435,potential loyalists
29760974878,827,1,250,1,1,3,113,hibernating
29761162978,57,2,118,2,5,3,523,potential loyalists
29761309020,84,2,628,2,5,4,524,potential loyalists
29761753724,659,2,698,2,2,4,224,hibernating
29762220614,89,3,1287,2,5,5,525,potential loyalists
29762413202,675,1,229,1,2,3,213,hibernating
29762545608,118,2,508,2,4,4,424,potential loyalists
29762610326,89,4,202,3,5,3,533,potential loyalists
29762652630,561,1,49,1,2,1,211,hibernating
29762938322,103,2,508,2,4,4,424,potential loyalists
29763149276,834,1,659,1,1,4,114,hibernating
29763291960,113,3,577,2,4,4,424,potential loyalists
29763415502,31,2,438,2,5,4,524,potential loyalists
29763518528,70,1,309,1,5,4,514,new customers
29763560660,686,2,349,2,2,4,224,hibernating
29763648976,840,1,130,1,1,3,113,hibernating
29764017372,35,1,59,1,5,2,512,new customers
29764022378,491,5,1486,3,2,5,235,at risk
29764119938,209,2,338,2,3,4,324,about to sleep
29764193696,572,2,299,2,2,3,223,hibernating
29764236462,43,1,59,1,5,2,512,new customers
29764236960,840,1,70,1,1,2,112,hibernating
29764513852,27,16,5474,5,5,5,555,champions
29764518846,754,1,35,1,1,1,111,hibernating
29764562476,568,2,479,2,2,4,224,hibernating
29764732256,490,3,998,2,2,5,225,hibernating
29764751540,83,1,309,1,5,4,514,new customers
29764760298,113,2,448,2,4,4,424,potential loyalists
29765139802,470,2,458,2,2,4,224,hibernating
29765144496,652,5,1654,3,2,5,235,at risk
29765233480,839,1,70,1,1,2,112,hibernating
29765668400,342,4,1116,3,3,5,335,need attention
29765859982,839,1,130,1,1,3,113,hibernating
29766875040,308,1,279,1,3,3,313,about to sleep
29767354952,19,1,349,1,5,4,514,new customers
29767599226,838,1,70,1,1,2,112,hibernating
29767719452,749,4,587,3,1,4,134,at risk
29767984694,664,1,279,1,2,3,213,hibernating
29768365090,839,1,130,1,1,3,113,hibernating
29768534802,537,1,329,1,2,4,214,hibernating
29768555414,102,2,349,2,4,4,424,potential loyalists
29769051648,305,1,349,1,3,4,314,about to sleep
29769274422,621,1,99,1,2,2,212,hibernating
29770066260,57,2,118,2,5,3,523,potential loyalists
29770186924,120,6,300,3,4,4,434,potential loyalists
29770274856,404,1,99,1,2,2,212,hibernating
29770369934,341,4,206,3,3,3,333,need attention
29770377032,239,1,239,1,3,3,313,about to sleep
29770506562,839,1,279,1,1,3,113,hibernating
29770546914,56,8,442,4,5,4,544,champions
29770610588,147,10,1098,4,4,5,445,loyal customers
29771227508,685,1,659,1,2,4,214,hibernating
29771305788,106,2,94,2,4,2,422,potential loyalists
29771650856,90,1,99,1,5,2,512,new customers
29771693452,4,1,59,1,5,2,512,new customers
29772394472,686,1,229,1,2,3,213,hibernating
29772449426,797,1,472,1,1,4,114,hibernating
29772700228,85,4,596,3,5,4,534,potential loyalists
29772861004,420,1,99,1,2,2,212,hibernating
29773235530,638,1,99,1,2,2,212,hibernating
29773342900,455,2,348,2,2,4,224,hibernating
29773364752,838,1,130,1,1,3,113,hibernating
29773379852,644,1,229,1,2,3,213,hibernating
29773502908,286,1,99,1,3,2,312,about to sleep
29773635430,189,1,99,1,3,2,312,about to sleep
29773920104,51,1,279,1,5,3,513,new customers
29773989802,223,1,99,1,3,2,312,about to sleep
29774056148,593,1,49,1,2,1,211,hibernating
29774073790,645,1,229,1,2,3,213,hibernating
29774210228,421,4,196,3,2,3,233,at risk
29775588804,329,1,239,1,3,3,313,about to sleep
29775858424,825,1,35,1,1,1,111,hibernating
29776283642,201,1,59,1,3,2,312,about to sleep
29776298980,838,1,70,1,1,2,112,hibernating
29776315782,838,1,70,1,1,2,112,hibernating
29776712916,123,1,99,1,4,2,412,promising
29776777050,620,1,229,1,2,3,213,hibernating
29776824978,555,3,667,2,2,4,224,hibernating
29777792814,838,1,70,1,1,2,112,hibernating
29777888992,189,2,558,2,3,4,324,about to sleep
29778245294,776,1,279,1,1,3,113,hibernating
29778432768,182,1,399,1,3,4,314,about to sleep
29778454112,470,4,202,3,2,3,233,at risk
29779085212,383,1,49,1,2,1,211,hibernating
29779115906,126,2,308,2,4,4,424,potential loyalists
29779298478,602,1,199,1,2,3,213,hibernating
29779622094,718,1,279,1,2,3,213,hibernating
29779696322,678,2,858,2,2,5,225,hibernating
29780488964,168,6,1354,3,4,5,435,potential loyalists
29780579552,224,5,1305,3,3,5,335,need attention
29781019292,788,1,35,1,1,1,111,hibernating
29781051088,291,1,59,1,3,2,312,about to sleep
29781506958,763,1,279,1,1,3,113,hibernating
29781885872,158,1,338,1,4,4,414,promising
29781951094,586,1,329,1,2,4,214,hibernating
29782649774,266,2,128,2,3,3,323,about to sleep
29782705350,524,1,49,1,2,1,211,hibernating
29782747724,596,1,98,1,2,2,212,hibernating
29783054738,827,2,234,2,1,3,123,hibernating
29783088700,238,2,667,2,3,4,324,about to sleep
29783453186,96,3,177,2,4,3,423,potential loyalists
29783510880,140,1,399,1,4,4,414,promising
29783520836,260,1,59,1,3,2,312,about to sleep
29784118786,382,2,98,2,2,2,222,hibernating
29785119600,442,4,217,3,2,3,233,at risk
29785868608,201,1,99,1,3,2,312,about to sleep
29785870198,85,9,2092,4,5,5,545,champions
29786518560,405,4,2154,3,2,5,235,at risk
29786539876,126,3,829,2,4,5,425,potential loyalists
29786713716,834,1,130,1,1,3,113,hibernating
29786902264,810,1,199,1,1,3,113,hibernating
29786970928,452,1,229,1,2,3,213,hibernating
29787098318,19,1,279,1,5,3,513,new customers
29787169488,183,3,767,2,3,4,324,about to sleep
29787462386,64,1,99,1,5,2,512,new customers
29787614594,79,6,1614,3,5,5,535,potential loyalists
29787879672,42,6,1512,3,5,5,535,potential loyalists
29788158298,774,1,99,1,1,2,112,hibernating
29788772390,488,4,154,3,2,3,233,at risk
29788777882,621,1,49,1,2,1,211,hibernating
29788899720,410,4,496,3,2,4,234,at risk
29789126506,512,1,49,1,2,1,211,hibernating
29789243160,701,1,250,1,2,3,213,hibernating
29791302570,238,5,1535,3,3,5,335,need attention
29791770024,634,1,99,1,2,2,212,hibernating
29792159504,455,4,763,3,2,4,234,at risk
29792243484,826,1,199,1,1,3,113,hibernating
29792291656,70,1,99,1,5,2,512,new customers
29792336242,83,3,387,2,5,4,524,potential loyalists
29792581728,473,1,99,1,2,2,212,hibernating
29792632178,630,1,99,1,2,2,212,hibernating
29793058744,394,2,739,2,2,4,224,hibernating
29793197248,471,2,388,2,2,4,224,hibernating
29793485722,589,1,99,1,2,2,212,hibernating
29793631998,834,1,70,1,1,2,112,hibernating
29793694622,577,4,168,3,2,3,233,at risk
29793725956,91,2,108,2,4,2,422,potential loyalists
29793955182,455,1,49,1,2,1,211,hibernating
29794042652,295,8,2274,4,3,5,345,loyal customers
29794352884,642,1,49,1,2,1,211,hibernating
29794519854,241,4,178,3,3,3,333,need attention
29794574002,709,1,35,1,2,1,211,hibernating
29795057512,176,2,118,2,4,3,423,potential loyalists
29795271784,22,3,837,2,5,5,525,potential loyalists
29795419890,46,1,59,1,5,2,512,new customers
29795601048,519,1,49,1,2,1,211,hibernating
29796219072,410,1,279,1,2,3,213,hibernating
29796225858,36,2,317,2,5,4,524,potential loyalists
29796322754,637,1,99,1,2,2,212,hibernating
29796638940,483,2,398,2,2,4,224,hibernating
29796908140,630,1,99,1,2,2,212,hibernating
29797217520,215,1,279,1,3,3,313,about to sleep
29797483244,132,1,279,1,4,3,413,promising
29797632232,636,1,99,1,2,2,212,hibernating
29797701272,357,2,558,2,3,4,324,about to sleep
29797776854,236,1,239,1,3,3,313,about to sleep
29798471984,74,4,236,3,5,3,533,potential loyalists
29798718008,11,17,10678,5,5,5,555,champions
29798728624,641,1,99,1,2,2,212,hibernating
29798861234,483,2,98,2,2,2,222,hibernating
29798863550,39,1,47,1,5,1,511,new customers
29798930872,833,1,70,1,1,2,112,hibernating
29798962398,637,2,508,2,2,4,224,hibernating
29799105234,321,1,59,1,3,2,312,about to sleep
29799238148,196,4,1116,3,3,5,335,need attention
29799484492,449,2,538,2,2,4,224,hibernating
29799870848,8,1,249,1,5,3,513,new customers
29800202086,566,1,49,1,2,1,211,hibernating
29800235898,67,11,589,4,5,4,544,champions
29800391580,112,4,342,3,4,4,434,potential loyalists
29800619246,834,1,1029,1,1,5,115,hibernating
29800759116,652,1,49,1,2,1,211,hibernating
29800857406,792,2,70,2,1,2,122,hibernating
29800916572,257,6,2174,3,3,5,335,need attention
29801237520,411,1,59,1,2,2,212,hibernating
29801269052,449,1,199,1,2,3,213,hibernating
29801525588,83,2,118,2,5,3,523,potential loyalists
29801853064,64,2,368,2,5,4,524,potential loyalists
29801933070,420,5,1825,3,2,5,235,at risk
29801944514,229,2,379,2,3,4,324,about to sleep
29802048780,473,2,359,2,2,4,224,hibernating
29802261500,833,1,130,1,1,3,113,hibernating
29802330562,833,1,35,1,1,1,111,hibernating
29802344000,134,1,259,1,4,3,413,promising
29802619716,113,3,177,2,4,3,423,potential loyalists
29802704866,833,1,70,1,1,2,112,hibernating
29803060598,342,1,239,1,3,3,313,about to sleep
29803307384,393,1,229,1,2,3,213,hibernating
29803340204,113,9,433,4,4,4,444,loyal customers
29803443236,481,1,49,1,2,1,211,hibernating
29804241758,452,1,250,1,2,3,213,hibernating
29804437528,833,1,130,1,1,3,113,hibernating
29804517020,40,2,106,2,5,2,522,potential loyalists
29805117720,273,1,99,1,3,2,312,about to sleep
29805330444,739,1,279,1,1,3,113,hibernating
29805516876,606,1,199,1,2,3,213,hibernating
29805523206,230,3,663,2,3,4,324,about to sleep
29805683492,482,1,99,1,2,2,212,hibernating
29805887454,119,2,118,2,4,3,423,potential loyalists
29805963226,187,1,99,1,3,2,312,about to sleep
29806467096,687,1,35,1,2,1,211,hibernating
29806538568,713,1,229,1,2,3,213,hibernating
29806565566,187,1,59,1,3,2,312,about to sleep
29806573808,238,3,157,2,3,3,323,about to sleep
29806998254,316,1,349,1,3,4,314,about to sleep
29807036204,833,1,35,1,1,1,111,hibernating
29807044086,13,2,379,2,5,4,524,potential loyalists
29807045880,257,1,99,1,3,2,312,about to sleep
29807127920,615,1,279,1,2,3,213,hibernating
29807231970,105,8,2184,4,4,5,445,loyal customers
29807485544,67,4,1095,3,5,5,535,potential loyalists
29807953756,190,2,229,2,3,3,323,about to sleep
29808447032,833,1,70,1,1,2,112,hibernating
29808481238,82,2,108,2,5,2,522,potential loyalists
29808584010,489,2,1327,2,2,5,225,hibernating
29808761352,197,1,439,1,3,4,314,about to sleep
29808772066,467,2,298,2,2,3,223,hibernating
29809777486,833,1,130,1,1,3,113,hibernating
29809809440,62,10,3896,4,5,5,545,champions
29809860752,400,6,290,3,2,3,233,at risk
29809986366,659,2,458,2,2,4,224,hibernating
29810808424,705,1,299,1,2,3,213,hibernating
29810824750,315,9,2561,4,3,5,345,loyal customers
29812392080,820,1,35,1,1,1,111,hibernating
29812397794,62,3,1162,2,5,5,525,potential loyalists
29812461086,165,3,467,2,4,4,424,potential loyalists
29812473878,767,1,69,1,1,2,112,hibernating
29812519368,76,1,279,1,5,3,513,new customers
29812914548,619,3,147,2,2,3,223,hibernating
29812917342,275,1,59,1,3,2,312,about to sleep
29813001374,187,2,328,2,3,4,324,about to sleep
29813177460,606,1,99,1,2,2,212,hibernating
29813218666,251,1,99,1,3,2,312,about to sleep
29813916008,195,1,59,1,3,2,312,about to sleep
29813968764,490,1,99,1,2,2,212,hibernating
29813981780,804,1,69,1,1,2,112,hibernating
29814003782,203,1,99,1,3,2,312,about to sleep
29814017186,103,1,729,1,4,4,414,promising
29814077258,207,1,99,1,3,2,312,about to sleep
29814105268,832,1,130,1,1,3,113,hibernating
29814144046,623,1,99,1,2,2,212,hibernating
29814188226,327,2,558,2,3,4,324,about to sleep
29814724842,638,2,578,2,2,4,224,hibernating
29814881780,117,2,128,2,4,3,423,potential loyalists
29814886058,831,1,1308,1,1,5,115,hibernating
29815029248,420,1,99,1,2,2,212,hibernating
29815271290,832,1,130,1,1,3,113,hibernating
29815328482,301,1,279,1,3,3,313,about to sleep
29815426314,190,1,59,1,3,2,312,about to sleep
29815615176,445,3,1067,2,2,5,225,hibernating
29815618568,803,1,69,1,1,2,112,hibernating
29815676932,414,1,59,1,2,2,212,hibernating
29816176200,616,1,99,1,2,2,212,hibernating
29816314056,279,1,99,1,3,2,312,about to sleep
29816539028,68,6,1904,3,5,5,535,potential loyalists
29816698140,231,1,99,1,3,2,312,about to sleep
29816978040,25,4,692,3,5,4,534,potential loyalists
29817198130,630,1,99,1,2,2,212,hibernating
29818309082,39,1,330,1,5,4,514,new customers
29818418100,209,2,189,2,3,3,323,about to sleep
29819031732,244,1,59,1,3,2,312,about to sleep
29819183122,105,3,143,2,4,3,423,potential loyalists
29819234024,258,1,59,1,3,2,312,about to sleep
29819455900,607,2,154,2,2,3,223,hibernating
29819546704,785,1,69,1,1,2,112,hibernating
29819977874,761,1,69,1,1,2,112,hibernating
29820194094,361,2,189,2,3,3,323,about to sleep
29820393970,770,1,69,1,1,2,112,hibernating
29820742030,641,1,99,1,2,2,212,hibernating
29820930740,124,2,108,2,4,2,422,potential loyalists
29821000802,407,5,1335,3,2,5,235,at risk
29821176754,91,2,118,2,4,3,423,potential loyalists
29821217886,473,1,99,1,2,2,212,hibernating
29821262004,118,5,1016,3,4,5,435,potential loyalists
29821630156,827,2,1037,2,1,5,125,hibernating
29821640960,483,1,49,1,2,1,211,hibernating
29821840428,368,5,2155,3,2,5,235,at risk
29821954414,161,2,134,2,4,3,423,potential loyalists
29821968838,519,1,819,1,2,5,215,hibernating
29822669278,21,23,2099,5,5,5,555,champions
29822871308,188,3,733,2,3,4,324,about to sleep
29822918148,90,7,3853,3,5,5,535,potential loyalists
29823164254,119,1,59,1,4,2,412,promising
29823658304,207,1,99,1,3,2,312,about to sleep
29823765114,831,1,130,1,1,3,113,hibernating
29823809940,273,1,99,1,3,2,312,about to sleep
29823859690,579,1,49,1,2,1,211,hibernating
29824115394,259,1,99,1,3,2,312,about to sleep
29824463010,602,2,628,2,2,4,224,hibernating
29824523676,831,1,70,1,1,2,112,hibernating
29824589782,684,1,69,1,2,2,212,hibernating
29824605756,631,11,3098,4,2,5,245,at risk
29824684620,126,5,296,3,4,3,433,potential loyalists
29824718966,715,1,279,1,2,3,213,hibernating
29824728222,47,3,167,2,5,3,523,potential loyalists
29824801706,294,5,1275,3,3,5,335,need attention
29824859834,480,1,99,1,2,2,212,hibernating
29824989740,831,1,130,1,1,3,113,hibernating
29825300296,826,1,250,1,1,3,113,hibernating
29825305612,806,1,69,1,1,2,112,hibernating
29825431192,142,4,206,3,4,3,433,potential loyalists
29825614696,831,1,70,1,1,2,112,hibernating
29825712162,613,1,99,1,2,2,212,hibernating
29825742664,312,1,239,1,3,3,313,about to sleep
29826266112,31,1,59,1,5,2,512,new customers
29826638456,785,1,35,1,1,1,111,hibernating
29826674034,544,1,279,1,2,3,213,hibernating
29826741994,803,1,69,1,1,2,112,hibernating
29827070574,111,1,59,1,4,2,412,promising
29827277974,622,1,99,1,2,2,212,hibernating
29828200436,525,1,279,1,2,3,213,hibernating
29829060500,467,1,49,1,2,1,211,hibernating
29829222032,698,1,299,1,2,3,213,hibernating
29829482782,670,1,229,1,2,3,213,hibernating
29829629178,659,3,214,2,2,3,223,hibernating
29830225470,202,7,619,3,3,4,334,need attention
29830996360,740,1,69,1,1,2,112,hibernating
29831682478,813,1,279,1,1,3,113,hibernating
29831691032,603,1,299,1,2,3,213,hibernating
29832150072,690,1,199,1,2,3,213,hibernating
29832499820,204,2,578,2,3,4,324,about to sleep
29832613670,812,1,69,1,1,2,112,hibernating
29833184672,550,1,279,1,2,3,213,hibernating
29833266250,827,1,1029,1,1,5,115,hibernating
29833344810,216,7,1524,3,3,5,335,need attention
29833394684,90,1,448,1,5,4,514,new customers
29833438426,827,1,35,1,1,1,111,hibernating
29833584296,88,22,4558,5,5,5,555,champions
29833783246,32,3,167,2,5,3,523,potential loyalists
29833825626,78,1,448,1,5,4,514,new customers
29833953666,830,1,35,1,1,1,111,hibernating
29834115628,99,1,279,1,4,3,413,promising
29834134416,32,2,558,2,5,4,524,potential loyalists
29834273332,830,1,250,1,1,3,113,hibernating
29834347528,595,1,229,1,2,3,213,hibernating
29834465494,641,1,99,1,2,2,212,hibernating
29834616452,263,9,831,4,3,5,345,loyal customers
29834835168,475,9,413,4,2,4,244,at risk
29835784352,36,1,47,1,5,1,511,new customers
29835800304,188,1,349,1,3,4,314,about to sleep
29835863066,827,1,69,1,1,2,112,hibernating
29836156124,218,13,879,4,3,5,345,loyal customers
29837085740,528,2,84,2,2,2,222,hibernating
29837190330,110,1,99,1,4,2,412,promising
29837303092,827,1,69,1,1,2,112,hibernating
29837347430,826,1,69,1,1,2,112,hibernating
29837411920,742,1,69,1,1,2,112,hibernating
29837608274,53,6,564,3,5,4,534,potential loyalists
29837756100,564,2,348,2,2,4,224,hibernating
29837827752,785,1,69,1,1,2,112,hibernating
29837921546,195,2,298,2,3,3,323,about to sleep
29838802142,819,1,69,1,1,2,112,hibernating
29839011822,810,1,69,1,1,2,112,hibernating
29839351500,474,2,418,2,2,4,224,hibernating
29839485588,194,12,693,4,3,4,344,loyal customers
29839653608,125,7,349,3,4,4,434,potential loyalists
29839931464,96,3,177,2,4,3,423,potential loyalists
29840053124,141,2,108,2,4,2,422,potential loyalists
29840069644,820,1,69,1,1,2,112,hibernating
29840238384,424,2,168,2,2,3,223,hibernating
29841077072,140,6,2402,3,4,5,435,potential loyalists
29841413964,287,2,338,2,3,4,324,about to sleep
29841663622,819,1,69,1,1,2,112,hibernating
29842178234,631,1,49,1,2,1,211,hibernating
29842341008,463,1,49,1,2,1,211,hibernating
29842453788,827,1,130,1,1,3,113,hibernating
29842964906,566,1,69,1,2,2,212,hibernating
29843037630,286,2,128,2,3,3,323,about to sleep
29843496060,252,1,279,1,3,3,313,about to sleep
29843525846,293,1,239,1,3,3,313,about to sleep
29843545414,825,1,130,1,1,3,113,hibernating
29843710344,571,1,399,1,2,4,214,hibernating
