ID_NORM;NOMBRE_NORM
2149_e047b8f5-9491-4da2-8816-7aa37ad2370d;Ingeniero en patentes/Ingeniera en patentes
8131_782ced63-e234-42a4-a7bd-a2d9a12ee61a;Operador de máquinas encapsuladoras de medicamentos/Operadora de máquinas encapsuladoras de medicamentos
3111_eb00745b-9abb-4bd8-8291-aade48af029d;Técnico en ensayo de materiales/Técnica en ensayo de materiales
7412_fd86ebe1-bad4-4486-9b76-01a48030e49a;Electricista de material rodante
7512_0;Panaderos, pasteleros y confiteros
1112_f2413988-f76a-4636-a4b1-9952517aa21f;Jefe de bomberos/Jefa de bomberos
3324_e0904e3f-d3e7-4313-8ff9-3facf9fce70d;Mayorista de bebidas
3118_d849fd2a-5210-434b-a50b-2d92de3a4bac;Técnico en diseño electrónico/Técnica en diseño electrónico
5230_3f32394b-f1b1-48ef-96ee-74405fb7c6b6;Vendedor de lotería/Vendedora de lotería
3324_7fddf2b5-1ba7-4327-86f9-e5da8ddb28a6;Mayorista de maquinaria y equipo de oficina
3431_480d2853-db07-43d4-847f-7ffdd8d368f5;Fotoperiodista
3324_a1ccbfc4-3afd-4408-8e5a-41832cdef511;Mayorista de tejidos, materias primas textiles y productos semiacabados textiles
2635_c60ede09-b67b-4173-8991-b9b694149488;Trabajador social de apoyo a la búsqueda de empleo/Trabajadora social de apoyo a la búsqueda de empleo
8322_e75305db-9011-4ee0-ab62-8d41a98f807e;Chófer privado/Choferesa privada
7323_2f1380b4-b76b-489c-a3a8-cd05ed6ad392;Restaurador de libros/Restauradora de libros
1324_c71ee6a5-ce48-4afd-aa1e-eaabf17ccbc0;Director de importación y exportación de residuos y chatarra/Directora de importación y exportación de residuos y chatarra
1321_02f26b2f-879c-4811-8381-65e8dd3f4a16;Director de control de calidad de la industria del calzado/Directora de control de calidad de la industria del calzado
3134_47ae3ed9-e03c-450e-9ea8-aab317545adc;Operador de sala de control de planta de tratamiento de gas/operadora de sala de control de tratamiento de gas
2651_374d925a-107b-4c99-bc8b-75483441f062;Pintor/Pintora
8343_1f2b8092-1787-4ef4-9282-cf81ce4b4d76;Operador de grúa móvil/Operadora de grúa móvil
7212_c81af273-1112-4b3f-a2a5-b85b1290ae22;Operador de soldadura por haz láser/Operadora de soldadura por haz láser
1330_7b1b5da8-573a-49bb-a38e-68725a949f4f;Responsable técnico de las TIC en la empresa
8159_15502187-a1da-407a-843b-ce991d5f65fe;Operador de trenzado textil/Operadora de trenzado textil
2652_13d8b1be-d711-4bbc-a45e-cad605162f41;Director musical/Directora musical
3257_a41acf2b-fb87-496f-aec3-7c5fdc5e9211;Inspector de seguridad para residuos industriales/Inspectora de seguridad para residuos industriales
2422_d9004a14-bda2-4c63-ab64-17ca163ac1bd;Asistente parlamentario/Asistente parlamentaria
8160_62f53135-e091-4aa6-8895-5851d72271b9;Clarificador/Clarificadora
7411_5df63943-f1bc-4438-90f1-92768a7a23c8;Electricista industrial
8154_1b8c2a8e-204e-4035-bf88-921564e6df2e;Técnico de acabado textil/Técnica de acabado textil
2114_d8ff83c0-be8b-47f9-93e3-b13e261e7da5;Geólogo de pozo/Geóloga de pozo
8141_e80cee57-3672-4aaf-8ca7-53b90771c364;Operador de recubrimiento de correas trapezoidales/Operadora de recubrimiento de correas trapezoidales
9611_e54683ca-1fc9-468d-b880-6544ff6b7d0b;Basurero/Basurera
3511_9729c0f3-c9bc-482e-ac59-a82ec3b67ba3;Operador de centro de datos/Operadora de centro de datos
1111_6cee3765-2b3b-48b0-af2b-1eb512d071fd;Alcalde/Alcaldesa
8342_cb3c0f82-a79b-4518-ad1f-5463b3e74831;Operador de traílla/Operadora de traílla
1111_0ee67d5e-8de9-48f0-97c5-ba23d486b1e9;Secretario de estado/Secretaria de estado
2144_811595cc-3100-4ca0-b860-3a77349342ae;Ingeniero especializado en transmisión hidráulica y neumática/Ingeniera especializada en transmisión hidráulica y neumática
1219_8b26eec6-7497-4218-8364-9b5983b04ae7;Funcionario del sector de la Defensa/Funcionaria del sector de la Defensa
2422_65fb0b53-b8c4-4839-b099-c80b6de5a158;Coordinador de programas de empleo/Coordinadora de programas de empleo
1321_c6bd511a-d966-4df9-a48e-4f800354f268;Director de operaciones de producción/Directora de operaciones de producción
3342_0;Secretario jurídico/Secretaria jurídica
7311_11eb55d3-4dbe-45c5-a6ce-f04ae843c938;Fabricante de relojes
1346_594170bc-5663-40b0-97ef-c9f1ad51b2a0;Director de agencia de seguros/Directora de agencia de seguros
3255_f88124d7-ee7e-4d21-9036-0658b496c119;Auxiliar de fisioterapia
2166_951b9d94-9bf1-4771-877d-3a26b75d9e53;Técnico de puesta en escena de películas de animación/Técnica de puesta en escena de películas de animación
3114_becbe3ca-e000-40c0-9f67-5c4035b930ea;Técnico de hardware para pruebas y verificación de equipos informáticos/Técnica de hardware para pruebas y verificación de equipos informáticos
7312_bd55e8d7-8bdf-4179-a84b-ed43073f05a1;Constructor de arpas/Constructora de arpas
8183_d9e4581a-91b3-47f9-a2d5-70eb542caac5;Operador de acabado y envasado de calzado/Operadora de acabado y envasado de calzado
2145_d2df16f3-87d7-4c6e-a640-95cee39a8f4e;Maestro sidrero/Maestra sidrera
3152_e3df1f82-3df9-41e5-8487-635e184653d1;Oficial de puente
7312_c644e6f6-dffc-4d7a-bf36-a384e465937b;Constructor de instrumentos musicales de teclado/Constructora de instrumentos musicales de teclado
8160_ecfcf554-254f-4dd7-a20c-b60cc6b16054;Operario de la máquina de fabricación de cigarrillos/Operaria de la máquina de fabricación de cigarrillos
3343_fcaab37b-ada2-4832-a2fd-9d64362e0280;Coordinador de programas internacionales de intercambio de alumnos/Coordinadora de programas internacionales de intercambio de alumnos
8160_ca2da084-3bfa-47d8-84ba-ef890191708d;Fabricante de vermú
5322_1391bdf9-bd61-4fb5-91ca-c29036ab2b60;Técnico de atención sociosanitaria a personas en el domicilio/Técnica de atención sociosanitaria a personas en el domicilio
3114_dcfeb6e4-f39d-49fb-96cd-23292fb3e037;Ingeniero técnico en optoelectrónica/Ingeniera técnica en optoelectrónica
8114_990738f4-587c-4045-a10f-e3c1c019220e;Operador de máquina para elaborar prefabricados de hormigón/Operadora de máquina para elaborar prefabricados de hormigón
8160_9161b2df-624c-4f5e-ad6c-0392439fa5c3;Operario de extracción de fécula/Operaria de extracción de fécula
5414_ebb4061a-906f-45fe-b4c0-a871c11f6fab;Responsable de seguridad en establecimiento de hostelería
3116_657eeac9-5bb9-449d-a353-aa7d5f47e2b5;Técnico en tintura de cueros y pieles/Técnica en tintura de cueros y pieles
6113_8e24c53a-9dc6-46d1-986b-48a93f20df2a;Jefe de equipo de producción en horticultura/Jefa de equipo de producción en horticultura
2422_f7450c1f-20b7-45dd-b3bb-25095830bf3f;Responsable de políticas de asuntos exteriores
8121_57b89801-0e43-4b19-bf29-ef9a51d65155;Operador de horno de templado y recocción de metales/Operadora de horno de templado y recocción de metales
9321_0;Empaquetador/Empaquetadora
7536_07ba3429-cccd-435b-a7d0-c02ba962bbd9;Técnico en calzado a medida/Técnica en calzado a medida
3324_5a2d0031-5dfd-46e8-8eb4-cf1d03876940;Mayorista de productos lácteos y aceites comestibles
6112_8b304664-ba25-45fe-a5bf-80c727943a86;Gerente de viñedo
3315_e93b3b49-12e1-4b47-991c-dd4b0aec17d8;Tasador de bienes personales/Tasadora de bienes personales
4120_5ac377d2-e1d0-4911-a299-b4ef2782a0ba;Secretario/Secretaria
1221_c530b0ee-46f8-40fb-818c-d9b44b891cb9;Responsable de desarrollo de productos bancarios
1221_0;Director de ventas y comercialización/Directora de ventas y comercialización
1324_4ea620f2-5c75-49ee-85a0-b2fb6bbf3624;Director de operaciones en el sector del transporte por carretera/Directora de operaciones en el sector del transporte por carretera
1221_a7594892-ff23-4e2a-aedf-2f967ebca15c;Director de ventas/Directora de ventas
1342_0;Director de servicios de salud/Directora de servicios de salud
3113_7ef064b1-aab8-4818-a468-8f17acbfd995;Técnico en energía hidráulica/Técnica en energía hidráulica
8131_30cdbb0a-4f62-4d0e-811c-72e3f95d017b;Operador de nitrificación/Operadora de nitrificación
2411_d9723f33-7faf-4f8a-8a98-6b02d1e10f2b;Administrador concursal/Administradora concursal
1321_316309e4-5fce-4dca-85d1-07702217ea19;Director de producción de curtidos/Directora de producción de curtidos
9629_e31c83ac-cb74-4936-88f1-90ed0997b29b;Encargado de entretenimiento y recreo/Encargada de entretenimiento y recreo
8172_bd378c4e-f656-46af-a728-fcfb40b113ef;Operador de sierra tronzadora/Operadora de sierra tronzadora
7318_b3cd0522-14a9-4e21-a7ee-c9a1f9c0de51;Tejedor de alfombras/Tejedora de alfombras
3119_998a0bf4-b1be-42ab-aee5-0096c9be3319;Ingeniero técnico de control de calidad/Ingeniera técnica de control de calidad
2431_21af40bb-2ae3-4fc7-9b28-d2cdd8308912;Asistente de promoción de ventas
7223_bc6649ff-05f8-4c98-9db6-9be0d13883a9;Operador de cortadora láser/Operadora de cortadora láser
2262_8db28ebf-8818-4639-aa49-30324901836e;Farmacéutico especialista/Farmacéutica especialista
8171_71a98a24-e02b-4ba6-b4df-6556d7ae98cc;Operador de máquinas para la fabricación de artículos de papelería/Operadora de máquinas para la fabricación de artículos de papelería
3254_6e0e068b-cd5c-4400-8899-54056087fa14;Óptico/Óptica
5161_fd8b68c0-7341-44bb-855d-9b1254eade33;Parapsicólogo/Parapsicóloga
1324_80db1e93-6dad-49aa-b465-d64a4a73141b;Director de compras de materias primas para peletería/Directora de compras de materias primas para peletería
7212_e9a65aca-64f6-450d-a637-1ecf86ba2a53;Operador de soldadura de haz de electrones/Operadora de soldadura de haz de electrones
9332_2c90a752-43f0-483d-8f64-3ce5e4535aa8;Conductor de carruajes/Conductora de carruajes
1341_c269387f-a652-4880-860a-e91ef105bfb7;Director de guardería/Directora de guardería
5142_be375e11-9a70-47cb-8091-711c94ed0c13;Especialista de centro de bronceado
5311_0a5356bc-7f81-4e40-971d-c1dc789c5fb4;Niñero/Niñera
1324_dc2a924c-653a-4922-9226-f6909dd64580;Director de importación y exportación de materias primas agrícolas, semillas y piensos/Directora de importación y exportación de materias primas agrícolas, semillas y piensos
2431_e16c2422-1323-4d8a-bd0f-c7584de70be1;Analista de precios
3332_6662e56e-bc3d-4d9b-bed2-79d510d7c4ff;Organizador de bodas/Organizadora de bodas
2411_78db356f-a96a-4456-ab29-2de62e52f830;Gestor de contabilidad de la hacienda pública/Gestora de contabilidad de la hacienda pública
1431_771955d9-e988-47f3-b60f-207adb2cd571;Gerente de instalaciones recreativas
2652_6581aa0d-c807-4091-84cc-bc041f962ab1;Cantante
7312_82ea66b0-0f9c-44ed-94bc-0c5b829531b3;Constructor de guitarras/Constructora de guitarras
7313_375137f7-5fc2-424e-9f63-d7ff4441c11e;Grabador de joyería/Grabadora de joyería
2521_1562c7a3-c7d9-419d-b9b6-db26610bcf84;Diseñador de almacenes de datos/Diseñadora de almacenes de datos
1420_79874366-6ec2-4601-aceb-9dbb8e68d015;Gerente de tienda de frutas y verduras
3131_aac62c63-b6bf-4387-8ba3-75a487f25824;Operador de turbinas de vapor/Operadora de turbinas de vapor
8131_29a36f21-da45-4a01-b015-cac4445e5025;Operador de picado de jabón/Operadora de picado de jabón
3141_0da75680-fbf9-44d8-802a-ac12eb425a34;Técnico en biotecnología/Técnica en biotecnología
5244_0ededdc2-050a-4ec3-8e70-6295105fcd19;Teleoperador/Teleoperadora
2359_2ddde737-28f3-444d-b1f8-ef12cc2df3c7;Responsable de apoyo académico
2163_1d8f8111-79dd-41dc-aa2a-12f3192dde3c;Diseñador de automóviles/Diseñadora de automóviles
3311_05a06850-d465-481e-9d68-792d4ad1da3e;Cambista
5246_4a1125ee-5728-4b1f-b655-7b8eb2e27660;Coordinador de restaurante de comida rápida/Coordinadora de restaurante de comida rápida
3342_578470d7-1848-44cd-a769-96cdd64b2c37;Empleado administrativo de registro civil/Empleada administrativa de registro civil
3152_1ff5cf0d-e81f-4287-ba00-096816b16777;Piloto de la marina mercante
1420_d871af8b-f6d7-4377-b609-d422afe3b5de;Gerente de tienda de conveniencia
3324_c7ffc270-7bd2-4bb1-a51a-4766170d7935;Mayorista de productos químicos
3521_2cbb23b0-0bf1-4871-9e6d-18f005987310;Técnico de sonido/Técnica de sonido
3154_f470b785-643c-46f9-8b31-6085427ab7b8;Especialista en información aeronáutica
8132_7180a7be-68cd-4636-8c12-706722ad8862;Técnico de revelado de laboratorio fotográfico/Técnica de revelado de laboratorio fotográfico
2161_8c3f536e-ba66-4321-ba40-363dc39f129b;Arquitecto/Arquitecta
2250_4ce42c3c-8a46-40b6-9274-1f5cee3c5cba;Veterinario oficial/Veterinaria oficial
3122_040f62f5-d570-4d3f-b732-c8ea4afc2738;Supervisor de montaje de equipamiento de contenedores/Supervisora de montaje de equipamiento de contenedores
3311_8a3498c7-470a-4067-b48e-f330d9b702e8;Suscriptor de títulos valores/Suscriptora de títulos valores
5152_2171a849-4065-411c-8390-835b7782ed8b;Gerente de bed and breakfast
3119_afee6a28-f654-4ac7-a665-f758616bc689;Técnico/técnica de alimentación
1219_546ec458-e2a4-4cb1-ac17-553d314ac2e2;Director de estación depuradora de aguas residuales/Directora de estación depuradora de aguas residuales
8322_0;Conductor de automóvil, taxi y camioneta/Conductora de automóvil, taxi y camioneta
3153_807a1ac3-4f56-41f3-a68c-d653d558eb0a;Copiloto
3341_0deaceea-69d8-4304-bc80-0b3d0491a241;Responsable de estudios de campo
5163_dc34c345-caf9-4ab7-b496-e18a572194ba;Tanatopráctico/Tanatopráctica
3134_7afeee90-5672-470d-b061-24ffaafb2fc9;Gerente de refinería
3115_04849c5c-9236-4a75-aabb-11c6d03e459c;Ingeniero técnico naval/Ingeniera técnica naval
3351_933d02c0-3dfa-418f-9c2d-470b525cc42c;Controlador de equipaje de mano/Controladora de equipaje de mano
7541_5a596834-bc8f-4273-8d09-006957b60347;Buzo profesional de la construcción
2635_9cda1c7c-ba07-4381-b831-1bb346ff865f;Consejero matrimonial/Consejera matrimonial
7536_0a5001af-ce4b-4787-92e8-62af70089e53;Montador de calzado a mano/Montadora de calzado a mano
3422_62975936-0853-4a5d-9f59-bf943aca3cc6;Profesor de natación/Profesora de natación
3122_83191970-020d-4350-b2e0-be971533d286;Supervisor de producción de equipo electrónico/Supervisora de producción de equipo electrónico
2422_1a46d0f0-93d7-44d1-bff9-58e3f21bd4c4;Consultor de servicios sociales/Consultora de servicios sociales
4313_ade351da-7bda-424e-8682-bbdcab2a25be;Administrativo de nóminas/Administrativa de nóminas
7533_8918dda6-d99b-4572-a8ba-2a786bf5e4e9;Fabricante de muñecas
3113_0;Electrotécnico/Electrotécnica
1349_7d7ea936-a1c6-499d-9aa7-054e943b019b;Director de agencia de interpretación/Directora de agencia de interpretación
1342_ef909843-97c6-4c48-8038-2e7aefdfcad5;Responsable de servicios informaticos en instituciones de salud
3115_d2af4f6b-c990-4d8e-bb17-befca23a307a;Ingeniero técnico de optomecánica/Ingeniera técnica de optomecánica
5419_bd1cd902-1fb1-40b1-abce-bb9ef60805b4;Agente de guardacostas
5419_7f7d2bfe-f038-436f-95ff-29bc90726430;Señalero aeroportuario/Señalera aeroportuaria
3123_0763c810-8ac6-4e39-867d-780a11af26e0;Supervisor de obras de fontanería/Supervisora de obras de fontanería
1219_3c136897-4e0e-41ef-bb57-d8152323b93a;Director de servicios a las empresas/Directora de servicios a las empresas
3422_09c2b506-cefa-4ba3-b868-a9c2bc4fc6f1;Entrenador de golf/Entrenadora de golf
2422_8bf76ba6-e661-4574-9887-4f2cb943835a;Responsable de asuntos políticos
2165_439c52ae-23ce-4d1e-bea1-bac135497977;Supervisor hidrográfico/Supervisora hidrográfica
3111_0d7ae791-653e-4297-9f61-8bad87f61d57;Técnico de meteorología/Técnica de meteorología
7513_8188136d-df82-4910-91e1-b185ec17c3c9;Receptor de leche/Receptora de leche
4312_b2e81332-0972-4e0f-9a4d-1d15c9c9513b;Técnico administrativo de gestión/Técnica administrativa de gestión
2522_98c3d8f8-e3a8-49b7-9e58-236f25a6f6a0;Configurador de sistemas/Configuradora de sistemas
3432_73e776fb-4d99-4031-bad4-7716f121155d;Diseñador de interiores/Diseñadora de interiores
8172_7109cdfd-1618-43b6-8317-8dc90fa583e6;Operador de máquinas para la fabricación de gránulos de madera/Operadora de máquinas para la fabricación de gránulos de madera
9629_39a59c5c-4338-4480-bdc8-96328a491907;Operador de atracciones/Operadora de atracciones
3122_37f7677a-97d1-420b-a8b0-09339472121f;Supervisor de montaje de maquinaria/Supervisora de montaje de maquinaria
2141_bb609566-3ab6-44dd-8f48-cf0b15b96827;Ingeniero de automatización/Ingeniera de automatización
2643_a9c7a04d-807a-41b5-b441-87c73c73c9c5;Lingüista
6224_c8ee41fc-7a5f-4255-adbd-dcc47cf2a28e;Cazador/Cazadora
5165_259d9967-2189-4b98-be32-9d3169b02e1b;Instructor de autoescuela para motocicletas/Instructora de autoscuela para motocicletas
7541_204c8b13-f5de-4e39-bd23-86ff8cf89b4d;Buzo recolector/Buzo recolectora
2523_cf2b03cd-feb7-4f47-90f6-ff1ed6016d3d;Ingeniero de redes de TIC/Ingeniera de redes de TIC
2522_81480b40-a318-47f3-9b2c-56b69ed67d95;Administrador de redes de TIC/Administradora de redes de TIC
2133_80d880ec-3bae-45a2-a2d3-41345ee0b319;Agente para la protección de la naturaleza
2310_59a02420-91df-4e46-b37b-22e3fd8c11f0;Profesor universitario de física/Profesora universitaria de física
4415_9ab0f0db-1128-4050-becd-b09db5eabdaa;Empleado administrativo de archivos/Empleada administrativa de archivos
8322_6f7c1e84-8162-4c20-a575-b57ff624eef5;Taxista
2146_03b2f112-a891-461d-a8d4-effb9dcf2df6;Ingeniero de minas especialista en canteras/Ingeniera de minas especialista en canteras
2320_39d7dca7-5e0b-4308-889e-9e3d22a3cb56;Profesor de autoescuela/Profesora de autoescuela
2113_55076d82-52a7-47eb-b882-f12322c42ecd;Químico especialista en productos textiles/Química especialista en productos textiles
7126_97b3cab1-f4f0-41ed-8c80-e65e6c067e95;Instalador de gas/Instaladora de gas
2142_bc1c82a5-0fc3-453f-8537-9d1a6e9e85aa;Ingeniero especializado en planificación aeroportuaria/Ingeniera especializada en planificación aeroportuaria
5111_f20d3ae6-baeb-482c-b68d-c2fb115e5dde;Tripulante de cabina de pasajeros
8142_25f45b01-550c-4d17-b69e-7c5ba57c4218;Operador de laminado de fibra de vidrio/Operadora de laminado de fibra de vidrio
